产品代码,产品名称,净值,累计净值,风险等级,业绩基准,状态
"FBAG62603Q","民生理财富竹固收优选稳健封闭3号理财产品Q",1.0151,1.0151,2,"2.85%-3.25%","已结束"
"FBAE60124B","民生理财富竹纯债7天持有期24号理财产品（私银）",1.0373,1.0373,2,"1.50%-2.20%","在售"
"FBAG62195P","民生理财富竹固收优选封闭95号理财产品P",1.015,1.015,2,"2.45%-2.75%","已结束"
"FBAG62195E","民生理财富竹固收优选封闭95号理财产品E",1.015,1.015,2,"2.45%-2.75%","已结束"
"FBAG62195J","民生理财富竹固收优选封闭95号理财产品J",1.0159,1.0159,2,"2.60%-2.90%","已结束"
"FBAG62195Q","民生理财富竹固收优选封闭95号理财产品Q",1.0159,1.0159,2,"2.60%-2.90%","已结束"
"FBAG62195S","民生理财富竹固收优选封闭95号理财产品S",1.0156,1.0156,2,"2.55%-2.85%","已结束"
"FBAG62195D","民生理财富竹固收优选封闭95号理财产品D",1.0156,1.0156,2,"2.55%-2.85%","已结束"
"FBAG62195C","民生理财富竹固收优选封闭95号理财产品C",1.0156,1.0156,2,"2.55%-2.85%","已结束"
"FBAG62195B","民生理财富竹固收优选封闭95号理财产品B",1.0155,1.0155,2,"2.53%-2.83%","已结束"
"FBAE60616S","民生理财富竹纯债182天持有期16号理财产品S",1.0563,1.0563,2,"1.80%-2.50%","在售"
"FBAE41334E","民生理财贵竹固收增利月月盈30天持有期34号理财产品E",1.017942,1.017942,2,"1.50%-2.20%","在售"
"FBAE41334F","民生理财贵竹固收增利月月盈30天持有期34号理财产品F",1.017942,1.017942,2,"1.50%-2.20%","在售"
"FBAE41334P","民生理财贵竹固收增利月月盈30天持有期34号理财产品P",1.017942,1.017942,2,"1.50%-2.20%","在售"
"FBAE67210A","民生理财贵竹固收增利季季发90天持有期10号理财产品",1.0317,1.0317,2,"1.60%-2.30%","在售"
"FBAE31013B","民生理财富竹固收天天盈13号理财产品（私银）",1.0289,1.0289,1,"1.30%-1.70%","在售"
"FBAE31013E","民生理财富竹固收天天盈13号理财产品E",1.0294,1.0294,1,"1.30%-1.70%","在售"
"FBAE31013A","民生理财富竹固收天天盈13号理财产品（个金）",1.0289,1.0289,1,"1.30%-1.70%","在售"
"FBAE41092A","民生理财贵竹固收增利天天盈92号理财产品A",1.030551,1.030551,2,"1.00%-2.00%","在售"
"FBAE47411A","民生理财贵竹固收增利红利半年持有期1号理财产品",1.0245,1.0245,2,"2.00%-2.80%","在售"
"FBAE46714A","民生理财贵竹固收增强量化策略3个月持有期1号理财产品",1.0276,1.0276,3,"2.00%-3.00%","在售"
"FBAG62603A","民生理财富竹固收优选稳健封闭3号理财产品A",1.0145,1.0145,2,"2.75%-3.15%","已结束"
"FBAG62603C","民生理财富竹固收优选稳健封闭3号理财产品C",1.0148,1.0148,2,"2.80%-3.20%","已结束"
"FBAE68025F","民生理财贵竹固收增利天天盈11号理财产品F",1.05433,1.05433,2,"1.1%（年化）+10%*中债-新综合全价（1年以下）指数收益率","在售"
"FBAE81202M","民生理财贵竹固收增利周周盈7天持有期6号理财产品M",1.050284,1.050284,2,"2.10%-3.00%","在售"
"FBAE81202N","民生理财贵竹固收增利周周盈7天持有期6号理财产品N",1.0523,1.0523,2,"2.10%-3.00%","在售"
"FBAE41027A","民生理财贵竹固收增利天天盈27号理财产品A",1.03615,1.03615,2,"1.00%-2.00%","在售"
"FBAF19092E","民生理财天天增利现金管理92号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19092N","民生理财天天增利现金管理92号理财产品N",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19092F","民生理财天天增利现金管理92号理财产品F",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19092P","民生理财天天增利现金管理92号理财产品P",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE61110A","民生理财富竹纯债182天持有期7号理财产品",1.0618,1.0618,2,"2.20%-2.90%","在售"
"FBAE68026P","民生理财贵竹固收增利天天盈12号理财产品P",1.047623,1.047623,2,"1.00%-2.00%","在售"
"FBAE43301Q","民生理财茂竹双息策略1个月持有期1号理财产品Q",1.0465,1.0465,2,"1.50%-2.20%","在售"
"FBAE71701A","民生理财荣竹混合高股息策略半年持有期理财产品",1.0886,1.0886,3,"2.20%-3.40%","在售"
"FBAE71702A","民生理财荣竹混合抗通胀策略半年持有期理财产品",1.1528,1.1528,3,"2.20%-3.40%","在售"
"FBAE32101B","民生理财富竹固收7天持有期1号理财产品（私银）",1.0421,1.0421,2,"1.50%-2.20%","在售"
"FBAE41109A","民生理财贵竹固收增利周周盈7天持有期9号理财产品",1.040543,1.040543,2,"1.20%-2.20%","在售"
"FBAF19099E","民生理财天天增利现金管理99号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19099M","民生理财天天增利现金管理99号理财产品M",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE41310P","民生理财贵竹固收增利月月盈30天持有期10号理财产品P",1.0457,1.0457,2,"1.90%-2.50%","在售"
"FBAE61011A","民生理财富竹纯债91天持有期8号理财产品",1.0443,1.0443,2,"1.60%-2.30%","在售"
"FBAE43601A","民生理财茂竹全球固收精选半年持有期1号理财产品",1.0578,1.0578,2,"2.00%-2.80%","在售"
"FBAE32301B","民生理财富竹固收30天持有期1号理财产品（私银）",1.0459,1.0459,2,"1.60%-2.30%","在售"
"FBAE42102A","民生理财贵竹固收稳利半年持有期2号理财产品",1.065,1.065,2,"2.00%-2.80%","在售"
"FBAE41028A","民生理财贵竹固收增利天天盈28号理财产品A",1.04075,1.04075,2,"1.00%-2.00%","在售"
"FBAE61115E","民生理财富竹纯债182天持有期12号理财产品E",1.0495,1.0495,2,"1.80%-2.50%","在售"
"FBAE60211E","民生理财富竹纯债14天持有期11号理财产品E",1.0434,1.0434,2,"2.10%-3.20%","在售"
"FBAF19100E","民生理财天天增利现金管理100号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19100F","民生理财天天增利现金管理100号理财产品F",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE41022F","民生理财贵竹固收增利天天盈22号理财产品F",1.046664,1.046664,2,"1.00%-2.00%","在售"
"FBAE61205A","民生理财富竹纯债一年持有期2号理财产品",1.0419,1.0419,2,"2.00%-2.80%","在售"
"FBAE60207E","民生理财富竹纯债14天持有期7号理财产品E",1.0457,1.0457,2,"1.50%-2.20%","在售"
"FBAE41025E","民生理财贵竹固收增利天天盈25号理财产品E",1.034861,1.034861,2,"1.00%-2.00%","在售"
"FBAF19101B","民生理财天天增利现金管理101号理财产品（私银）",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE43901A","民生理财茂竹固收黄金增强半年持有期理财产品",1.0716,1.0716,2,"2.60%-3.40%","在售"
"FBAE61014E","民生理财富竹纯债91天持有期11号理财产品E",1.0536,1.0536,2,"2.10%-2.80%","在售"
"FSAE68416E","民生理财贵竹固收增利周周盈7天定开周五款理财产品E",1.087498,1.087498,2,"1.20%-3.55%","在售"
"FSAE68415E","民生理财贵竹固收增利周周盈7天定开周四款理财产品E",1.08924,1.08924,2,"1.20%-3.55%","已结束"
"FSAE68410E","民生理财贵竹固收增利周周盈7天定开周一款理财产品E",1.092717,1.092717,2,"1.20%-3.55%","已结束"
"FSAE68412E","民生理财贵竹固收增利周周盈7天定开周三款理财产品E",1.103857,1.103857,2,"1.20%-3.55%","已结束"
"FBAE68403E","民生理财贵竹固收增利周周盈7天定开周二款理财产品E",1.105956,1.105956,2,"1.20%-3.55%","已结束"
"FBAE68623A","民生理财贵竹固收增利半年持有期6号理财产品",1.0307,1.0307,2,"2.00%-2.80%","在售"
"FBAE60301H","民生理财富竹纯债28天持有期1号理财产品H",1.0422,1.0422,2,"1.50%-2.20%","在售"
"FBAE41108G","民生理财贵竹固收增利周周盈7天持有期8号理财产品G",1.049862,1.049862,2,"1.20%-2.20%","在售"
"FBAE60106P","民生理财富竹纯债7天持有期6号理财产品P",1.0413,1.0413,2,"1.50%-2.20%","在售"
"FBAE68028G","民生理财贵竹固收增利天天盈14号理财产品G",1.052078,1.052078,2,"1.00%-2.00%","在售"
"FBAE68029G","民生理财贵竹固收增利天天盈15号理财产品G",1.053437,1.053437,2,"1.00%-2.00%","在售"
"FBAE24101E","民生理财富竹纯债日申季赎1号理财产品E",1.042,1.042,2,"1.50%-2.20%","6"
"FBAE43621A","民生理财茂竹双债增强半年持有期1号理财产品",1.0442,1.0442,2,"2.00%-2.80%","在售"
"FBAE60302A","民生理财富竹纯债28天持有期2号理财产品",1.0417,1.0417,2,"1.50%-2.20%","在售"
"FBAE61009Q","民生理财富竹纯债91天持有期6号理财产品Q",1.0623,1.0623,2,"1.60%-2.30%","在售"
"FBAE60304F","民生理财富竹纯债28天持有期4号理财产品F",1.0417,1.0417,2,"2.30%-3.50%","在售"
"FBAE60304E","民生理财富竹纯债28天持有期4号理财产品E",1.0434,1.0434,2,"2.40%-3.60%","在售"
"FBAE41305Q","民生理财贵竹固收增利月月盈30天持有期5号理财产品Q",1.056651,1.056651,2,"1.50%-2.20%","在售"
"FBAE41030Q","民生理财贵竹固收增利天天盈30号理财产品Q",1.041936,1.041936,2,"1.00%-2.00%","在售"
"FBAG19933A","民生理财富竹固收稳健三年封闭3号理财产品",1.0234,1.0434,2,"3.20%-3.60%","已结束"
"FBAE41506A","民生理财贵竹固收增利季季盈90天持有期6号理财产品",1.041448,1.041448,2,"2.30%-3.00%","在售"
"FBAE41506P","民生理财贵竹固收增利季季盈90天持有期6号理财产品P",1.040359,1.040359,2,"2.30%-3.00%","在售"
"FBAE24101F","民生理财富竹纯债日申季赎1号理财产品F",1.0416,1.0416,2,"1.50%-2.20%","6"
"FBAE32201B","民生理财富竹固收14天持有期1号理财产品（私银）",1.041,1.041,2,"1.55%-2.25%","在售"
"FBAE60204A","民生理财富竹纯债14天持有期4号理财产品",1.0384,1.0384,2,"1.50%-2.20%","在售"
"FBAE60204Q","民生理财富竹纯债14天持有期4号理财产品Q",1.0399,1.0399,2,"1.50%-2.20%","在售"
"FBAE72805A","民生理财荣竹混合行业龙头策略一年持有期理财产品",1.0821,1.0821,3,"2.40%-3.60%","在售"
"FBAE41402P","民生理财贵竹固收增利双月盈60天持有期2号理财产品P",1.038222,1.038222,2,"1.50%-2.20%","在售"
"FBAE46971J","民生理财贵竹固收增强全球精选378天持有期自动续期理财产品J",1.0163,1.0163,3,"1.00%-5.50%","已结束"
"FBAE46971Q","民生理财贵竹固收增强全球精选378天持有期自动续期理财产品Q",1.0163,1.0163,3,"1.00%-5.50%","已结束"
"FBAE41017E","民生理财贵竹固收增利天天盈17号理财产品E",1.038787,1.038787,2,"1.00%-2.00%","在售"
"FBAE41017F","民生理财贵竹固收增利天天盈17号理财产品F",1.040617,1.040617,2,"1.00%-2.00%","在售"
"FBAE41017P","民生理财贵竹固收增利天天盈17号理财产品P",1.039712,1.039712,2,"1.00%-2.00%","在售"
"FBAE60107P","民生理财富竹纯债7天持有期7号理财产品P",1.0385,1.0385,2,"2.10%-3.20%","在售"
"FBAE60107M","民生理财富竹纯债7天持有期7号理财产品M",1.0385,1.0385,2,"2.10%-3.20%","在售"
"FBAE60107E","民生理财富竹纯债7天持有期7号理财产品E",1.0387,1.0387,2,"2.10%-3.20%","在售"
"FBAF19106E","民生理财天天增利现金管理106号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19106F","民生理财天天增利现金管理106号理财产品F",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19106P","民生理财天天增利现金管理106号理财产品P",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE60106F","民生理财富竹纯债7天持有期6号理财产品F",1.0423,1.0423,2,"1.50%-2.20%","在售"
"FBAE60615P","民生理财富竹纯债182天持有期15号理财产品P",1.0431,1.0431,2,"2.60%-4.20%","在售"
"FBAE60615F","民生理财富竹纯债182天持有期15号理财产品F",1.0431,1.0431,2,"2.60%-4.20%","在售"
"FBAE60106E","民生理财富竹纯债7天持有期6号理财产品E",1.0404,1.0404,2,"1.50%-2.20%","在售"
"FBAE60615E","民生理财富竹纯债182天持有期15号理财产品E",1.0431,1.0431,2,"2.60%-4.20%","在售"
"FBAE43622A","民生理财茂竹双债增强半年持有期2号理财产品",1.0429,1.0429,2,"2.00%-2.80%","在售"
"FBAG19934A","民生理财富竹固收稳健三年封闭4号理财产品",1.0343,1.0543,2,"3.00%","已结束"
"FBAE61012A","民生理财富竹纯债91天持有期9号理财产品",1.0821,1.0821,2,"1.60%-2.30%","在售"
"FBAE61016E","民生理财富竹纯债91天持有期13号理财产品E",1.0503,1.0503,2,"1.60%-2.30%","在售"
"FBAE61016P","民生理财富竹纯债91天持有期13号理财产品P",1.0503,1.0503,2,"1.60%-2.30%","在售"
"FBAE61016F","民生理财富竹纯债91天持有期13号理财产品F",1.0503,1.0503,2,"1.60%-2.30%","在售"
"FBAE60208E","民生理财富竹纯债14天持有期8号理财产品E",1.0389,1.0389,2,"2.10%-3.20%","在售"
"FBAE60208F","民生理财富竹纯债14天持有期8号理财产品F",1.0374,1.0374,2,"2.10%-3.20%","在售"
"FBAE60208P","民生理财富竹纯债14天持有期8号理财产品P",1.0382,1.0382,2,"2.10%-3.20%","在售"
"FBAE61111A","民生理财富竹纯债182天持有期8号理财产品",1.0472,1.0472,2,"1.80%-2.50%","在售"
"FBAF19107F","民生理财天天增利现金管理107号理财产品F",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19107N","民生理财天天增利现金管理107号理财产品N",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19107E","民生理财天天增利现金管理107号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAG19466A","民生理财富竹固收安心三年封闭6号理财产品A",1.0424,1.0624,2,"3.00%","已结束"
"FBAE43301E","民生理财茂竹双息策略1个月持有期1号理财产品E",1.0434,1.0434,2,"1.50%-2.20%","在售"
"FBAF19093E","民生理财天天增利现金管理93号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE60108F","民生理财富竹纯债7天持有期8号理财产品F",1.0445,1.0445,2,"1.50%-2.20%","在售"
"FBAE60207F","民生理财富竹纯债14天持有期7号理财产品F",1.0408,1.0408,2,"1.50%-2.20%","在售"
"FBAE72806A","民生理财荣竹混合高股息策略369天持有期理财产品",1.1041,1.1041,3,"2.40%-3.60%","在售"
"FBAF19035E","民生理财天天增利现金管理31号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE47601A","民生理财贵竹固收增利369天持有期1号理财产品",1.0419,1.0419,2,"2.20%-3.00%","在售"
"FBAE42103A","民生理财贵竹固收稳利半年持有期3号理财产品",1.0599,1.0599,2,"2.00%-2.80%","在售"
"FBAG95164J","民生理财富竹固收安心封闭164号理财产品J",1.0221,1.0221,2,"2.85%-3.15%","已结束"
"FBAE36005A","民生理财贵竹固收增利天天鑫5号理财产品A",1.034765,1.034765,2,"1.30%-3.00%","在售"
"FBAG65121J","民生理财贵竹添利优选封闭21号理财产品J",1.0296,1.0296,2,"2.80%-3.10%","已结束"
"FBAG65121A","民生理财贵竹添利优选封闭21号理财产品A",1.0286,1.0286,2,"2.70%-3.00%","已结束"
"FBAG65121S","民生理财贵竹添利优选封闭21号理财产品S",1.0291,1.0291,2,"2.75%-3.05%","已结束"
"FBAE43521A","民生理财茂竹双债增强3个月持有期1号理财产品",1.0238,1.0238,2,"2.40%-3.20%","在售"
"FBAE48304A","民生理财茂竹固收1个月持有期4号理财产品",1.0155,1.0155,2,"2.20%-2.80%","在售"
"FBAE48304S","民生理财茂竹固收1个月持有期4号理财产品S",1.016,1.016,2,"2.25%-2.85%","在售"
"FBAE48304Q","民生理财茂竹固收1个月持有期4号理财产品Q",1.0166,1.0166,2,"2.30%-2.90%","在售"
"FBAF19161E","民生理财天天增利现金管理161号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19161F","民生理财天天增利现金管理161号理财产品F",1.0,1.0,1,"同期七天通知存款利率","在售"
"FSAE68011B","民生理财贵竹固收增利周周盈7天持有期理财产品B",1.083825,1.083825,2,"1.20%-2.20%","在售"
"FSAE68011C","民生理财贵竹固收增利周周盈7天持有期理财产品C",1.083463,1.083463,2,"1.20%-2.20%","在售"
"FBAE41309C","民生理财贵竹固收增利月月盈30天持有期9号理财产品C",1.031759,1.031759,2,"1.50%-2.20%","在售"
"FBAE41309B","民生理财贵竹固收增利月月盈30天持有期9号理财产品B",1.032076,1.032076,2,"1.50%-2.20%","在售"
"FBAE47604A","民生理财贵竹固收增利369天持有期4号理财产品",1.0329,1.0329,2,"2.70%-3.50%","在售"
"FSAE61101S","民生理财富竹纯债182天持有期自动续期1号理财产品S",1.1855,1.1855,2,"1.80%-2.50%","已结束"
"FBAE32651F","民生理财富竹固收182天持有期1号理财产品F",1.0385,1.0385,2,"中国人民银行公布的七天通知存款利率*60%+中债-新综合全价（1-3年）指数收益率*40%","在售"
"FBAE32651E","民生理财富竹固收182天持有期1号理财产品E",1.0387,1.0387,2,"中国人民银行公布的七天通知存款利率*60%+中债-新综合全价（1-3年）指数收益率*40%","在售"
"FSAE61101Q","民生理财富竹纯债182天持有期自动续期1号理财产品Q",1.1862,1.1862,2,"1.80%-2.50%","已结束"
